id,chunk_id,text,src_title,case_no,ruling_date,related_article,category,priority,source,parsed_at
11b18b5c-0e7b-4ba4-8662-336ad7054ad7,chunk_000,"전세피해지원 프로그램 및
전세피해 상담 사례집
  국토부 전세사기피해자 및 HUG 전세피해확인서 
1. 국토부 전세사기피해자 선정기준 05
2. HUG 전세피해확인서 발급기준 07
  전세피해지원 프로그램 
1. 전세피해 지원프로그램 요약  10
2. 전세피해 지원프로그램 현황  12
  주요 피해지원 상담 사례 
1.   전세대출 연체 문제  27 
전세피해주택에서 퇴거하고자 하나 임대인이 연락 두절(또는 구속, 보증금 반환불가 통지 등) 되었습니다.  
곧 전세대출 만기인데 대출이 연체될까 걱정입니다
2.   전세피해 임차인 무이자 대출 지원 28 
전세피해 임차인을 위한 무이자 대출이 있다던데 어떻게 받을 수 있나요?
3.   생업상 주거이전 문제 29 
전세 계약기간이 끝났지만 집주인이 보증금을 돌려줄 수 없다고 합니다.  
이직 등으로 이사를 가야하는 상황인데, 새로운 주거지로 이전하기 위한 지원은 없나요?
4.   깡통주택 매수 문제 30 
임대인이 보증금을 돌려줄 수 없으니 피해주택의 소유권을 대신 이전해 가라고 합니다.  
보증금으로 집을 매수해도 문제가 없을까요?
5.   보증금반환소송 등 소송비용 문제 31 
임대인을 대상으로 보증금반환소송 등을 진행하고자 하는데 소송비용이 부담됩니다.
6.   피해주택 경매 신청 31 
보증금을 돌려받지 못해 피해주택에 대한 경매를 신청하려는데 지원책이 있나요?
7.   피해주택 경·공매 발생 32 
전피해주택에 대한 경·공매가 개시되었다는 통지를 받았습니다. 경·공매에 대해서 아는게 없는데  당장 무엇부터 해야 하나요?
8.   전세사기피해자 결정 이전 긴급 경·공매 유예·정지 32 
아직 국토부 전세사기피해자로 결정받지 못했는데, 경·공매 매각기일이 다가오고 있습니다.
9.   임차인의 우선매수권 양도  33 
우선매수권을 양도하여 LH가 피해주택을 경·공매에서 낙찰받을 경우 무엇을 지원받을 수 있나요?10.   다가구주택 임차인의 우선매수권 양도 34",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"분쟁해결, 보증금_대항력, 권리_리스크",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.170122
ab27340e-a006-4c30-ae17-ba4361fcbdfd,chunk_001,"8.   전세사기피해자 결정 이전 긴급 경·공매 유예·정지 32 
아직 국토부 전세사기피해자로 결정받지 못했는데, 경·공매 매각기일이 다가오고 있습니다.
9.   임차인의 우선매수권 양도  33 
우선매수권을 양도하여 LH가 피해주택을 경·공매에서 낙찰받을 경우 무엇을 지원받을 수 있나요?10.   다가구주택 임차인의 우선매수권 양도 34 
전세사기피해자가 여럿인 다가구주택 경·공매시 우선매수권 양도에 따른 경매차익을 어떻게 지원받을 수 있나요?
11.   우선매수권을 양도하지 못한 임차인(LH가 피해주택을 매입하지 못한 경우 포함) 35 
전세사기피해자 결정 이전에 경·공매가 종료되었거나 LH에서 피해주택 매입 거부(또는 우선매수권 미행사)하여 피해주택에서 퇴거해야 하는 피해자를 위한 공공임대 지원은 없을까요?
12.   신탁사기 피해주택 거주 지원 36 
이사 온 지 얼마 되지 않아 신탁사로부터 공매 예정이니 퇴거해야 한다는 통지를 받았습니다.  피해주택에 계속 거주하기 위한 지원은 없나요?
13.   배당금이 부족한 선순위 임차인 37 
다른 사람이 전세피해 주택을 낙찰받았는데 배당금이 보증금보다 적습니다.  부족한 보증금을 회수할 방법이 있을까요?
14.   배당금이 부족한 후순위 임차인 37 
다른 사람이 전세피해 주택을 낙찰받았는데 경·공매 배당금이 보증금보다 적습니다.  부족한 보증금을 회수할 방법이 있을까요?
15.   경매낙찰에 따른 퇴거 문제 38 
국토부 전세사기피해자로 결정받지 못햇는데, 피해주택이 경매 낙찰되었습니다.  피해주택에서 퇴거해야 하는 후순위 임차인을 위한 지원은 없을까요?
16.   경·공매 셀프낙찰로 인한 전세대출 연체 38 
피해주택을 직접 낙찰 받았는데 기존 전세대출 연장이 불가하다고 합니다.  전세대출은 어떻게 해결해야 하나요?
17.   유주택자인 전세사기피해자(다목 포함) 경·공매 경락자금 대출 문제 39",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"권리_리스크, 분쟁해결, 보증금_대항력",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.171122
bbf7fff7-3914-477e-9e00-001ee97c3b3c,chunk_002,"16.   경·공매 셀프낙찰로 인한 전세대출 연체 38 
피해주택을 직접 낙찰 받았는데 기존 전세대출 연장이 불가하다고 합니다.  전세대출은 어떻게 해결해야 하나요?
17.   유주택자인 전세사기피해자(다목 포함) 경·공매 경락자금 대출 문제 39 
피해주택을 낙찰받고 싶은데 주택(분양권 포함)이 있어 전세사기피해자용 구입자금대출이 안된다고 합니다. 유주택자가 받을 수 있는 경락자금대출은 없나요?
18.   전세대출 연체로 인한 신용등급 하락 문제 39 
전세대출이 연체로 인하여 신용등급이 하락하여 카드이용이 정지될 예정인데 해결방법이 있을까요?
19.   임대인의 사망 문제 40 
임대인이 사망하였는데 누구에게 보증금을 돌려받아야 하나요?
20.   임대인의 회생 또는 파산 문제  40 
임대인이 회생(파산)절차에 들어갔는데, 그럼 제가 돌려받을 보증금도 회생(파산)절차에 따라 면책되나요?
21.   형사고소에 따른 무고죄 41 
임대인이 보증금을 돌려주지 않아 형사고소 하고자 하니, 제가 고소하면 임대인이 저를 무고죄로  맞고소하겠다고 합니다.
22.   다가구주택의 보증금 허위고지 문제  41 
공인중개사가 선순위 보증금을 속이고 계약을 유도해 전세보증금 피해를 입었습니다.  
공인중개사의 책임은 없나요?CONTENTS전세피해지원 프로그램 및 전세피해 상담 사례집 국토부 전세사기피해자 및 HUG 전세피해확인서
05국토부 
전세사기피해자 및 HUG 전세피해확인서 
1. 국토부 전세사기피해자 선정기준
2. HUG 전세피해확인서 발급기준
1 국토부 전세사기피해자 선정기준
l   ‘전세사기피해자 지원 및 주거안정을 위한 특별법 (이하 전세사기 특별법) ’ 제3조의 피해자 요건 
(①~④)을 모두 충족하는 경우 전세사기 특별법 제2조제3호에 따른 전세사기피해자로 결정
피해자 요건 설명
①   주택의 인도와 주민등록(전입신고)을 
마치고 확정일자를 갖춘 경우임차권등기를 마친 경우 또는 전세권을 설정한 경우도 인정",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"권리_리스크, 보증금_대항력, 임차권_승계",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.171122
b2a88410-4ed9-49b2-b415-12014ca8093f,chunk_003,"l   ‘전세사기피해자 지원 및 주거안정을 위한 특별법 (이하 전세사기 특별법) ’ 제3조의 피해자 요건 
(①~④)을 모두 충족하는 경우 전세사기 특별법 제2조제3호에 따른 전세사기피해자로 결정
피해자 요건 설명
①   주택의 인도와 주민등록(전입신고)을 
마치고 확정일자를 갖춘 경우임차권등기를 마친 경우 또는 전세권을 설정한 경우도 인정
② 임차보증금이 5억원 이하인 경우시·도별 여건 및 피해자의 여건을 고려하여 최대 7억원까지 
상향 가능
③   2인 이상의 임차인에게 임차보증금반환 
채권을 변제받지 못하는 피해가 발생 하였거나 발생할 것이 예상되는 경우임대인의 파산 또는 회생절차 개시, 임차주택에 대한 경·공매 절차 개시(국세, 지방세 체납으로 인한 임차주택 압류 포함), 임차인의 집행권원 확보 등
④   임대인이 임차보증금반환채무를 이행 
하지 아니할 의도가 있었다고 의심할 
만한 상당한 이유가 있는 경우임대인 등에 대한 수사 개시, 임대인 등의 기망, 보증금 반환 능력이 없는 자에 대한 피해주택 소유권 양도 또는 임차 보증금을 반환할 능력 없이 다수의 주택을 취득하여 매입 등
l   ②요건을 미충족한 경우 전세사기 특별법 제2조제4호 나목에 따른 전세사기피해자등 나목으로 결정, 
①,③요건을 미충족한 경우 전세사기 특별법 제2조제4호 다목에 따른 전세사기피해자등 다목으로 결정
※   전세사기피해자등 나목 및 다목으로 결정될 경우 지원프로그램 신청에 제약이 있으므로, 전세피해 
지원프로그램 (10~25쪽) 을 참고하여 주시기 바랍니다.
[전세사기피해자 선정 제외 대상]
구분 설 명
보증 가입임차인이 주택임차보증금 반환 보증보험에 가입했거나, 임대인이 임대보증금 반환을 위한 보증에 가입하여 임차인에게 보증금 전액 반환이 가능한 경우
최우선 변제보증금 전액이 주택임대차보호법 제8조제1항에 따라 최우선 변제가 가능한 소액 임차보증금 보다 같거나 적을 경우
자력 회수 대항력 또는 우선변제권 행사를 통해 보증금 전액을 자력 회수 가능한 경우",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"보증금_대항력, 권리_리스크, 분쟁해결",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.171122
48665737-a0fa-4d00-87dd-7e3b32841b89,chunk_004,"보증 가입임차인이 주택임차보증금 반환 보증보험에 가입했거나, 임대인이 임대보증금 반환을 위한 보증에 가입하여 임차인에게 보증금 전액 반환이 가능한 경우
최우선 변제보증금 전액이 주택임대차보호법 제8조제1항에 따라 최우선 변제가 가능한 소액 임차보증금 보다 같거나 적을 경우
자력 회수 대항력 또는 우선변제권 행사를 통해 보증금 전액을 자력 회수 가능한 경우
l   전세사기피해자 신청 절차
접수조사
광역시〮도
신청일로부터 
30일 이내신청
피해임차인피해자 결정 및 결과 송달
국토부(위원회) → 임차인
안건상정 후 30일 이내
(15일 연장 가능)이의신청
임차인 → 국토부
송달일부터 30일 이내
재심의 및 결과통보
국토부 → 임차인
이의신청일부터 20일 이내전세피해지원 프로그램 및 전세피해 상담 사례집 국토부 전세사기피해자 및 HUG 전세피해확인서
06 07l 신청방법 :   전세사기피해자 지원관리시스템 (https://jeonse.kgeop.go.kr) 을 통한 온라인 신청 또는 
광역시·도별 접수처에 내방하여 신청 가능
* 신청서류는  [전세사기피해자 지원관리시스템] → [전세피해자등 결정신청] → [신청절차 안내]에서 확인할 수 있습니다.
[전세사기피해자 신청 접수처 및 안내]
구분 접수처 문의전화
서울서울 전월세 종합지원센터
(서울시 중구 덕수궁길 15, 서울시청 서소문 별관)☎ 02-2133-1200~8
인천인천 전세피해지원센터
(인천광역시 부평구 열우물로 90, 상가 A동 3층)☎ 032-440-1803
부산부산 전세피해지원센터
(부산광역시 연제구 중앙대로 1001, 부산광역시청 1층)☎ 051-888-5101~2
대전대전 전세피해지원센터
(대전 중구 중앙로101, 근현대사전시관 2층)☎ 042-270-6521~6
대구대구 전세피해지원센터
(대구 북구 연암로 40, 대구광역시청 별관3동 2층)☎ 053-803-4664
광주광주 전세피해지원센터
(광주광역시 서구 내방로 111, 광주광역시청 1층)☎ 062-613-4875~7
울산울산광역시청 건축정책과",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"보증금_대항력, 권리_리스크, 임대료_증감",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.171122
d794ab08-1cd2-456a-a055-e03af44ff973,chunk_005,"대전대전 전세피해지원센터
(대전 중구 중앙로101, 근현대사전시관 2층)☎ 042-270-6521~6
대구대구 전세피해지원센터
(대구 북구 연암로 40, 대구광역시청 별관3동 2층)☎ 053-803-4664
광주광주 전세피해지원센터
(광주광역시 서구 내방로 111, 광주광역시청 1층)☎ 062-613-4875~7
울산울산광역시청 건축정책과
(울산시 남구 중앙로 201, 울산광역시청)☎ 052-229-4453
세종세종특별자치시청 주택과
(세종시 한누리대로 2130, 세종특별자치시청)☎ 044-300-5934
경기경기도 전세피해지원센터
(경기도 수원시 영통구 도청로 50, 복합시설관 1층)☎ 031-242-2450
강원강원특별자치도청 건축과
(강원도 춘천시 중앙로 1, 강원특별자치도청)☎ 033-249-3464
충남충청남도청 건축도시과
(충남 홍성군 홍북읍 충남대로 21, 충청남도청)☎ 041-635-4662
충북충청북도청 건축문화과
(충북 청주시 상당구 상당로 82, 충청북도청)☎ 043-220-4474
경남경상남도청 건축주택과
(경남 창원시 의창구 중앙대로 300, 경상남도청)☎ 055-211-4344
경북경상북도청 건축디자인과
(경북 안동시 풍천면 도청대로 455, 경상북도청)☎ 054-880-4022
전남전라남도청 건축개발과
(전남 무안군 삼향읍 오룡길 1, 전라남도청)☎ 061-286-7721
전북전북특별자치도청 주택건축과
(전북 전주시 완산구 효자로 225, 전북특별자치도청)☎ 063-280-2365
제주제주특별자치도청 주택토지과
(제주도 제주시 문연로 6, 제주특별자치도청)☎ 064-710-2693,2695 2 HUG 전세피해확인서 발급기준
l   ‘피해유형 (보증금 미반환, 경·공매낙찰, 비정상계약) 중 어느 하나에 해당하며, 피해확인서 용도 
(①금융지원, ②주거지원, ③법률지원)에 따른 요건 충족시 전세피해확인서 발급 
피해유형 설 명
 보증금 미반환임대차계약 종료  후 임차보증금의 전부 또는 일부(30% 이상)를 돌려받지 못한",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"보증금_대항력, 분쟁해결",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.171122
8a04d098-2997-4fdf-b500-ea2f8d1138df,chunk_006,"l   ‘피해유형 (보증금 미반환, 경·공매낙찰, 비정상계약) 중 어느 하나에 해당하며, 피해확인서 용도 
(①금융지원, ②주거지원, ③법률지원)에 따른 요건 충족시 전세피해확인서 발급 
피해유형 설 명
 보증금 미반환임대차계약 종료  후 임차보증금의 전부 또는 일부(30% 이상)를 돌려받지 못한 
임차인으로 피해주택에 임차권등기가 경료되어 있는 자
 경·공매 낙찰임차물건 경·공매 낙찰로 인해 임차권이 소멸되었으나 임차보증금의 전부 또는 
일부(30% 이상)를 돌려받지 못한 임차인
 비정상계약 임대인, 중개사 등의 기망행위로 비정상계약(신탁사기 등)을 체결한 임차인으로 
임차보증금을 전부 또는 일부(30% 이상)를 돌려받지 못한 자
* 전세보증금반환보증 또는 임대보증금(전부보증) 가입에 따른 보증이행예정자는 발급대상에서 제외
① 금융지원 전세피해확인서
①신규 임차자금 저리대출, ②기존 전세자금 저리대환, ➂신규 임차자금 무이자대출 중 한 가지 
금융지원 이용이 가능하며, ②기존 전세자금 저리대환과 ➂신규 임차자금 무이자대출은 피해유형  
해당여부 外  아래 추가 요건 충족 필요
기존 전세자금 저리대환은 ①임차인의 귀책사유 없이 전입신고일에 근저당권이 설정되어 우선변제권이 
침탈된 경우, ②임대인 사망 후 상속인 미확정, ➂전세사기 관련 임대인, 공인중개사 형사고소, 
➃피해주택 경·공매 개시 중 한 가지 이상 충족 필요
신규 임차자금 무이자대출은 임차인이 사회배려계층 (기초생활수급권자, 차상위계층, 한부모가족) 에 
해당되거나, 소득기준 (부부합산 연소득 3천만원 이하)을  충족할 경우 지원대상으로 선정 (주거복지재단)
② 주거지원 전세피해확인서
공공임대주택 입주를 지원하며 피해유형 해당여부 外 주거이전 사유 중 한가지 이상 충족 필요
주거이전 사유 : ① 피해주택이 경·공매 낙찰되어 퇴거 (예정), ②신탁사기 등 비정상계약 피해로 
퇴거(예정), ➂생업·질병상 주거이전 사유로 타 시군구로 직선거리 40km이상 이사예정
③ 법률지원 전세피해확인서",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"보증금_대항력, 권리_리스크, 분쟁해결",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.171122
dcb11774-ffe2-458b-b228-e0a773f47416,chunk_007,"② 주거지원 전세피해확인서
공공임대주택 입주를 지원하며 피해유형 해당여부 外 주거이전 사유 중 한가지 이상 충족 필요
주거이전 사유 : ① 피해주택이 경·공매 낙찰되어 퇴거 (예정), ②신탁사기 등 비정상계약 피해로 
퇴거(예정), ➂생업·질병상 주거이전 사유로 타 시군구로 직선거리 40km이상 이사예정
③ 법률지원 전세피해확인서
소송대리 법률구조 및 상속재산관리인 선임을 지원하며, 피해유형 해당시 발급 가능
※   전세피해확인서가 발급되더라도 지원프로그램별 지원요건 (자산·소득요건 등) 을 충족하지 못할 경우 
지원이 어려울 수 있으니, 자세한 사항은 ‘전세피해자 지원프로그램’을 참고하시기 바랍니다.
l 신청방법 :   안심전세포털 (www.khug.or.kr/jeonse) 을 통한 모바일/온라인 신청 또는 전국 전세피해 
지원센터 및 광역시·도별 접수처에 내방하여 신청 가능
*   신청서류는 [안심전세포털] → [전세사기 피해지원] → [피해지원프로그램 안내] → [금융지원] 또는 [주거지원]에서 확인할 수 
있습니다.전세피해지원 프로그램 및 전세피해 상담 사례집08[전세피해확인서 신청 접수 및 안내]
전국 전세피해지원센터
구분 주소 문의전화
HUG 전세피해지원센터 서울 강서구 화곡로 179, 대한상공회의소 2층 ☎ 02-6917-8119
인천 전세피해지원센터 인천 부평구 열우물로 90, 상가 A동 3층 ☎ 032-440-1803
경기 전세피해지원센터 경기도 수원시 영통구 도청로 50, 복합시설관 1층 ☎ 031-242-2450
대전 전세피해지원센터 대전 중구 중앙로 101, 대전근현대사전시관 2층 ☎ 042-270-6521 ~6 
대구 전세피해지원센터 대구 북구 연암로 40, 대구시청 산격청사 별관3동 2층 ☎ 053-803-4664
부산 전세피해지원센터 부산 연제구 중앙대로 1001, 부산시청 1층 ☎ 051-888-5101 ~2
광주 전세피해지원센터 광주 서구 내방로 111, 광주광역시청 1층 ☎ 062-613-4875 ~7
광역시·도청",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"권리_리스크, 계약해지, 분쟁해결",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.171122
def310da-cb28-4596-a82d-3e15cec79372,chunk_008,"대구 전세피해지원센터 대구 북구 연암로 40, 대구시청 산격청사 별관3동 2층 ☎ 053-803-4664
부산 전세피해지원센터 부산 연제구 중앙대로 1001, 부산시청 1층 ☎ 051-888-5101 ~2
광주 전세피해지원센터 광주 서구 내방로 111, 광주광역시청 1층 ☎ 062-613-4875 ~7
광역시·도청
구분 접수처 문의전화
서울서울 전월세 종합지원센터
(서울시 중구 덕수궁길 15, 서울시청 서소문 별관)☎ 02-2133-1200 ~8
울산울산광역시청 건축정책과
(울산시 남구 중앙로 201, 울산광역시청)☎ 052-229-4453
세종세종특별자치시청 주택과
(세종시 한누리대로 2130, 세종특별자치시청)☎ 044-300-5934
강원강원특별자치도청 건축과
(강원도 춘천시 중앙로 1, 강원특별자치도청)☎ 033-249-3464
충남충청남도청 건축도시과
(충남 홍성군 홍북읍 충남대로 21, 충청남도청)☎ 041-635-4662
충북충청북도청 건축문화과
(충북 청주시 상당구 상당로 82, 충청북도청)☎ 043-220-4474
경남경상남도청 건축주택과
(경남 창원시 의창구 중앙대로 300, 경상남도청)☎ 055-211-4344
경북경상북도청 건축디자인과
(경북 안동시 풍천면 도청대로 455, 경상북도청)☎ 054-880-4022
전남전라남도청 건축개발과
(전남 무안군 삼향읍 오룡길 1, 전라남도청)☎ 061-286-7721
전북전북특별자치도청 주택건축과
(전북 전주시 완산구 효자로 225, 전북특별자치도청)☎ 063-280-2365
제주제주특별자치도청 주택토지과
(제주도 제주시 문연로 6, 제주특별자치도청)☎ 064-710-2693,2695전세피해 
지원프로그램 
1. 전세피해 지원프로그램 요약
2. 전세피해 지원프로그램 현황
전세피해지원 프로그램 및 전세피해 상담 사례집 전세피해 지원프로그램
10 111 전세피해 지원프로그램 요약
구분전세피해
결정 전HUG
전세피해확인서국토부 
전세사기피해자국토부
전세사기피해자등 
나목국토부
전세사기피해자등 
다목
법률",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"권리_리스크, 임대료_증감, 보증금_대항력",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.171122
f2e5416e-dc8d-4e9f-b3d6-5acc59209a6f,chunk_009,"지원프로그램 
1. 전세피해 지원프로그램 요약
2. 전세피해 지원프로그램 현황
전세피해지원 프로그램 및 전세피해 상담 사례집 전세피해 지원프로그램
10 111 전세피해 지원프로그램 요약
구분전세피해
결정 전HUG
전세피해확인서국토부 
전세사기피해자국토부
전세사기피해자등 
나목국토부
전세사기피해자등 
다목
법률
심리① 법률상담② 심리상담③ 심리치료① 법률상담② 심리상담③ 심리치료④   상속재산관리인 
선임지원
⑤   소송대리 
법률구조① 법률상담② 심리상담③ 심리치료④   상속재산관리인 
선임지원
⑤ 소송대리 법률구조⑥   집행권원 확보비용 
지원① 법률상담② 심리상담③ 심리치료④   상속재산 관리인 
선임지원
⑤   소송대리 
법률구조
⑥   집행권원 
확보비용 지원① 법률상담② 심리상담③ 심리치료④   상속재산관리인 
선임지원
⑤   소송대리 
법률구조
⑥   집행권원 
확보비용 지원
경매공매⑦ 경·공매 지원⑧ 경·공매 유예·정지⑨ 우선매수권 양도⑩ 우선매수권 행사⑪   신탁사기 피해 
주택 매입 요청
금융⑫   기존 전세대출 
저리대환
⑬   신규 임차자금 
저리대출
⑭   신규 임차자금 
무이자대출⑫   기존 전세대출  
저리대환
⑬   신규 임차자금 
저리대출
⑮   최우선변제금 무이자 
전세대출
⑯   전세사기피해자 
구입자금대출⑫   기존 전세대출 
저리대환
⑬   신규 임차자금 
저리대출
⑯   전세사기피해자 
구입자금대출
주거⑰ 긴급 주거지원 ⑰ 긴급 주거지원⑱   대체 공공임대주택 
공급
⑲   피해주택 등 공공 
임대 지원⑰ 긴급 주거지원 ⑰ 긴급 주거지원⑱   대체 공공임대 
주택 공급
⑲   피해주택 등 공공 
임대 지원
신용회복⑳   신용도 판단정보 
등록 유예
㉑   기존 전세대출 
무이자 분할 상환⑳   신용도 판단정보 
등록 유예
㉑   기존 전세대출 
무이자 분할 상환
기타㉕   주택청약 
무주택 인정㉕   주택청약 무주택 
인정㉒ 조세채권 안분㉓ 긴급 복지지원㉔   취득세 및 재산세 
감면
㉕   주택청약 무주택",상담사례 - 2025전세피해지원사례집,미상,미상,주임법 제8조,"분쟁해결, 권리_리스크, 임차권_승계",7,c:\project-AI2\실프로젝트\data\raw\case\2025전세피해지원사례집.pdf,2026-01-19T17:30:57.172120
