chunk_id,priority,category,title,article,source,src_title,page_content
민사소송법(법률)(제19516호)(20250712)_000,8,['분쟁해결'],민사소송법 민사소송법,,민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),민사소송법
민사소송법(법률)(제19516호)(20250712)_001,8,['분쟁해결'],제174조 직권송달의 원칙,174조,민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),제174조 (직권송달의 원칙) 송달은 이 법에 특별한 규정이 없으면 법원이 직권으로 한다.
민사소송법(법률)(제19516호)(20250712)_002,8,['분쟁해결'],제177조 법원사무관등에 의한 송달,177조,민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),"제177조 (법원사무관등에 의한 송달) ①해당 사건에 출석한 사람에게는 법원사무관등이 직접 송달할 수 있다.

②법원사무관등이 그 법원안에서 송달받을 사람에게 서류를 교부하고 영수증을 받은 때에는 송달의 효력을 가진다."
민사소송법(법률)(제19516호)(20250712)_003,8,['분쟁해결'],제178조 교부송달의 원칙,178조,민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),"제178조 (교부송달의 원칙) ①송달은 특별한 규정이 없으면 송달받을 사람에게 서류의 등본 또는 부본을 교부하여야 한다.

②송달할 서류의 제출에 갈음하여 조서, 그 밖의 서면을 작성한 때에는 그 등본이나 초본을 교부하여야 한다."
민사소송법(법률)(제19516호)(20250712)_004,8,['분쟁해결'],제183조 송달장소 규정,183조,민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),"제183조 (송달장소) ①송달은 받을 사람의 주소ㆍ거소ㆍ영업소 또는 사무소(이하 “주소등”이라 한다)에서 한다. 다만, 법정대리인에게 할 송달은 본인의 영업소나 사무소에서도 할 수 있다.

②제1항의 장소를 알지 못하거나 그 장소에서 송달할 수 없는 때에는 송달받을 사람이 고용ㆍ위임 그 밖에 법률상 행위로 취업하고 있는 다른 사람의 주소등(이하 “근무장소”라 한다)에서 송달할 수 있다.

③송달받을 사람의 주소등 또는 근무장소가 국내에 없거나 알 수 없는 때에는 그를 만나는 장소에서 송달할 수 있다.

④주소등 또는 근무장소가 있는 사람의 경우에도 송달받기를 거부하지 아니하면 만나는 장소에서 송달할 수 있다."
민사소송법(법률)(제19516호)(20250712)_005,8,['분쟁해결'],제185조 송달장소 변경 신고 의무,185조,민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),"제185조 (송달장소변경의 신고의무) ①당사자ㆍ법정대리인 또는 소송대리인이 송달받을 장소를 바꿀 때에는 바로 그 취지를 법원에 신고하여야 한다.

②제1항의 신고를 하지 아니한 사람에게 송달할 서류는 달리 송달할 장소를 알 수 없는 경우 종전에 송달받던 장소에 대법원규칙이 정하는 방법으로 발송할 수 있다."
민사소송법(법률)(제19516호)(20250712)_006,8,['분쟁해결'],제186조 보충송달 및 유치송달,"183조, 186조",민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),"제186조 (보충송달ㆍ유치송달) ①근무장소 외의 송달할 장소에서 송달받을 사람을 만나지 못한 때에는 그 사무원, 피용자(被用者) 또는 동거인으로서 사리를 분별할 지능이 있는 사람에게 서류를 교부할 수 있다.

②근무장소에서 송달받을 사람을 만나지 못한 때에는 제183조제2항의 다른 사람 또는 그 법정대리인이나 피용자 그 밖의 종업원으로서 사리를 분별할 지능이 있는 사람이 서류의 수령을 거부하지 아니하면 그에게 서류를 교부할 수 있다.

③서류를 송달받을 사람 또는 제1항의 규정에 의하여 서류를 넘겨받을 사람이 정당한 사유 없이 송달받기를 거부하는 때에는 송달할 장소에 서류를 놓아둘 수 있다."
민사소송법(법률)(제19516호)(20250712)_007,8,['분쟁해결'],제187조 우편송달 방법,"186조, 187조",민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),제187조 (우편송달) 제186조의 규정에 따라 송달할 수 없는 때에는 법원사무관등은 서류를 등기우편 등 대법원규칙이 정하는 방법으로 발송할 수 있다.
민사소송법(법률)(제19516호)(20250712)_008,8,"['분쟁해결', '행정절차']",제188조 송달함 송달 규정,"183조, 187조, 188조",민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),"제188조 (송달함 송달) ①제183조 내지 제187조의 규정에 불구하고 법원안에 송달할 서류를 넣을 함(이하 “송달함”이라 한다)을 설치하여 송달할 수 있다.

②송달함을 이용하는 송달은 법원사무관등이 한다.

③송달받을 사람이 송달함에서 서류를 수령하여 가지 아니한 경우에는 송달함에 서류를 넣은 지 3일이 지나면 송달된 것으로 본다.

④송달함의 이용절차와 수수료, 송달함을 이용하는 송달방법 및 송달함으로 송달할 서류에 관한 사항은 대법원규칙으로 정한다."
민사소송법(법률)(제19516호)(20250712)_009,8,['분쟁해결'],제189조 발신주의,"185조, 187조, 189조",민사소송법(법률)(제19516호)(20250712).docx,민사소송법(법률)(제19516호)(20250712),제189조 (발신주의) 제185조제2항 또는 제187조의 규정에 따라 서류를 발송한 경우에는 발송한 때에 송달된 것으로 본다.
