category,chunk_id,priority,related_article,source,src_title,text
"['차임보증금', '담보권리', '신탁대리', '주택유형', '독소조항', '우선변제권', '대항력', '소액임차인', '보증금보험', '임대인의무', '강제집행']",chunk_00,7,,data/raw/case/전세피해법률상담사례집.docx,전세사기 예방 핵심 유형: 1. 깡통전세: 보증금이 주택가격보다 낮은 경우 주의.,"1. 전세(임대차)사기 유형 종합분석



전세사기 피해자들의 상담사례를 분석해 보면 다양한 문제점이 있으나 이를 유형별로 구분해 보면 다음과 같은 상황으로 분류할 수 있습니다.

따라서 역으로 이러한 사례들의 경우에는 특별히 주의를 함으로써 전세피해내지는 전세사기를 예방하는데 도움이 될 것으로 보입니다.





1. 깡통 전세문제

보증금이 주택시세보다 적정 금액 이하이고 임차인이 최선순위인 경우라면 별다른 문제는 없을 것이나, 선순위 근저당권과 임차보증금의 합계액이 임차주택의 가격보다 높다면 깡통전세 주택으로서 보증금 회수가 곤란하거나 불가능할 수 있으므로 선순위 저당권이 있는 주택은 전세보다는 반전세나 월세로 하는 것이 안전합니다.





2. 조세(국세나 지방세) 체납의 문제

부동산의 권리순위는 등기된 순서에 의하는 것이 일반적이나 조세나 공과금은 등기일자가 아니라 법정기일을 기준일로 순위를 정하므로, 연체가 되어도 압류등기가 아직 안되어 있는 경우가 있고, 연체금액이나 법정기일도 알기 어려우므로 임차계약을 체결하기 전에 국세(지방세)완납증명을 받아서 연체여부와 금액을 꼭 확인해야 합니다.





3. 신탁사기 등 신탁된 부동산

신탁된 부동산은 수탁자의 소유이므로 수탁자와 직접 임대계약을 체결하면 안전하지만, 담보신탁의 경우 위탁자가 수탁자의 동의를 얻지 않고 임대차계약을 하면 그 임대차계약은 무효이며, 소위 신탁사기라고 부르는 유형입니다. 또한 담보신탁의 경우 통상 신탁원부에 “위탁자가 임대차계약을 하는데 수탁자가 동의하며, 보증금반환 책임은 위탁자에게 있다”는 특약이 있고 이러한 동의서를 첨부한 경우에도 소유자인 수탁자는 보증금반환 책임이 없다고 하므로 신탁된 부동산은 가능하면 임대차를 하지 않는 것이 안전합니다.





4. 신축 빌라 등 신축건물의 시세 조작 등

아파트와 달리 신축 빌라, 신축 오피스텔 등은 시세 파악이 어려우므로 시세조작이 비교적 쉽고 적정 가격보다 높은 시세로 임대차계약을 하는 경우가 많으며, 때로는 실매매가보다 훨씬 높은 금액으로 계약을 하는 경우 향후 보증금을 회수하지 못하는 경우가 빈번하게 발생하므로 신축빌라 등을 임대할 때에는 인근의 매물과 철저히 비교하여 적정한 금액인지 판단하여야 합니다. 또한 신축건물은 대지에 선순위 근저당권이 설정된 경우가 흔하기 때문에 전세계약시에 당해 전세금으로 대지나 임차건물의 근저당권을 말소하거나 감액하도록 해야 합니다.





5. 업무용 오피스텔이나 근린 생활시설 임차

임대인들은 오피스텔 등이 추가 주택으로 잡히는 것을 꺼려하기 때문에 임차인에게 전입하지 말라고 특약을 하는 경우가 있는데, 전입을 안 하면 대항력이 없어서 보증금회수를 못할 수가 있으니 반드시 전입과 확정일자를 받도록 합니다."
"['담보권리', '건축물', '우선변제권', '대항력', '차임보증금', '독소조항', '소액임차인', '주택유형', '신탁대리', '임차권등기', '보증금보험']",chunk_01,7,,data/raw/case/전세피해법률상담사례집.docx,핵심 제목: 불법건축물 및 대리계약 주의사항 설명: 불법건축물은 계약 시 위험 요소가 크며,"5. 업무용 오피스텔이나 근린 생활시설 임차

임대인들은 오피스텔 등이 추가 주택으로 잡히는 것을 꺼려하기 때문에 임차인에게 전입하지 말라고 특약을 하는 경우가 있는데, 전입을 안 하면 대항력이 없어서 보증금회수를 못할 수가 있으니 반드시 전입과 확정일자를 받도록 합니다.





6. 위법불법 건축물의 임차문제

1개의 구분건물을 불법적으로 2개호수로 개조하여 건축물대장과 다르거나, 건축물대장이 없거나 건물용도가 근린생활시설로 표기되어 있다면 주택전세계약을 하지 않는 것이 좋습니다. 왜냐하면 불법건축물은 건물의 이용 및 거래상 많은 지장이 있고, 근린생활시설도 비록 전입신고가 가능하고 주임법의 보호도 받지만 전세보증보험 가입은 불가능합니다. 또한 경·공매나 매매의 경우 불법 건축물에 대하여는 매수인에게 이행강제금이 부과되므로 매매가 잘 되지 않기 때문입니다.





7. 무권대리 행위나 중개사나 관리인의 사기로 인한 이중계약

소유자 대신 정당한 대리권이 없는 자 즉, 부부나 자식 형제간 등과 임대계약을 체결하는 경우나 치매 걸린 소유자의 경우 성년 후견인과 계약해야 하는데 소유자와 직접 계약하거나 대리계약을 하는 경우 등은 모두 효력이 없는 계약입니다. 또한 중개사나 관리인이 임대인에게는 월세로 속이고, 임차인에게는 전세로 속여서 보증금을 편취하는 사례도 있으므로 소유자 본인과 직접, 혹은 정당한 대리권 증명서류를 확인하고 대리인과 계약하거나, 치매와 같이 행위능력이 불완전한 소유자라면 후견인을 선정하고 후견인과 계약을 체결해야 합니다.





8. 소위 쪼개기 대출과 선순위 근저당권이 있는 경우

전체 공동주택에 한 개의 근저당을 설정하여야 하는데, 근저당 금액을 쪼개서 세대수를 나누어 일부씩 공동담보를 잡으면 공동담보목록을 확인하지 못하는 임차인은 전체세대에 대한 공동담보 금액인줄 알고 별 문제없다는 소유자와 중개사의 감언이설에 속아서 임대계약을 하는 수가 있습니다.

원래 임차주택에 선순위 근저당권이 있다면 임차보증금 회수가 위험한데, 임차인이 소액임차인 최우선변제금 이하로 계약을 한다면 보증금회수에 특별한 문제가 없지만 그런 경우가 아니라면 보증금회수가 곤란합니다.





9. 임차권자가 입주하는 날 근저당설정을 하는 경우(소유자변경)

매매를 하는 경우에 매매 잔금 날에 임차보증금 잔액을 받고, 매수인이 이전등기를 하면서 은행에 근저당권설정을 하는 경우로서 임차인이 전입을 하여도 대항력은 다음날 0시에 효력이 발생하는데 저당권효력은 당일 날 발생하므로 임차인의 권리가 후순위로 밀려서 보증금 확보가 불가능해지는 경우가 많으므로 잔금 지급시 저당설정을 하지 않도록 특약을 하고 전입 다음날 등기부 등본을 확인해 보아야 합니다."
"['차임보증금', '담보권리', '주택유형', '소액임차인', '우선변제권', '보증금보험', '대항력', '중개업무']",chunk_02,7,,data/raw/case/전세피해법률상담사례집.docx,핵심 제목 30토큰 이내 다중 세입자 위험 및 전세사기 주의 다가구 주택:,"10. 다가구 주택 전세의 위험성

다가구 주택은 여러 개의 호실로 나누어져서 여러 가구가 생활하고 있으나, 법률상으로는 1주택으로 취급되기 때문에 전입도 번지수만 맞으면 호실은 틀려도 전입의 효력에는 상관없습니다. 그런데 이 다가구주택에 선순위 근저당권이 있으면 보증금반환에 큰 위험성이 있으므로 근저당권이 있으면 입주하지 않는 것이 현명합니다. 또한 다가구 주택은 여러 세입자들 모두의 보증금이 한 주택에 집중되어 있으므로 임차인이 선순위 세입자뿐만 아니라 본인 후에 입주할 임차인들의 소액보증금 최우선변제금까지도 계산에 넣고 보증금반환여부를 따져봐야 합니다. 즉, 주택시세에서 임차인보다 선순위 채권(근저당권, 선순위 임차보증금)과 남은 호실 수마다 최우선변제금액수를 곱하여 산출된 금액을 공제하고 본인의 보증금회수 가능성을 따져봐야 합니다.





11. 불법으로 운영되는 중개사무소

공인중개사 자격증이 없거나 중개업 등록증이 없는 상태에서 이를 위조해서 사무소를 차려서 불법행위를 하거나 중개사가 아닌 사무원이 불법행위를 하는 경우로서, 여러 채의 주택을 먼저 월세로 계약한 후에, 중개업자와 입을 맞춘 후 매물에 대해 다시 전세로 계약을 체결하여 전세금을 편취하는 전세사기 수법도 있습니다.





12. 여러 세입자와 중복계약 전세사기

월세로 집을 임차한 후 집중인 행세를 하며, 여러 명의 임차인과 계약한 후 전세보증금만 받고 도망가는 전세사기 수법입니다.

이상과 같은 모든 경우에 약간이라도 의문점이 있으면 부동산 전세문제에 관한 관련 전문가의 조력을 받아 전세사기 피해를 입지 않도록 특히 조심해야 합니다."
"['담보권리', '차임보증금', '독소조항', '중개업무', '대항력', '건축물', '신탁대리', '주택유형']",chunk_03,7,,data/raw/case/전세피해법률상담사례집.docx,핵심 제목: 중개사 사기: 전세권 위조 및 부당전세,"2. 월세를 전세로 속이고 거액을 편취한 공인중개사의 사기

▶▶ 피해상황

임차인은 공인중개사 사무소에서 소유자와 전세계약을 체결하는데, 약속시간에 사무실에 가니 소유자는 없고, 중개사 말이 “소유자가 오늘 바쁜 일이 생겨서 방금 전에 와서 필요한 서류를 다 작성하고 갔습니다. 임대차계약서와 전세권설정에 필요한 인감증명서와 등기위임장 및 전세등기 서류까지 다 준비되었는데 소유자가 없어도 되지 않겠냐”고 하여 전세계약을 하고 전세금을 소유자의 통장계좌에 입금하였습니다.

추후에 밝혀진 사실은 소유자는 월세계약을 한 것이었는데, 중개사가 전세계약이라고 임차인을 속이고 중간에서 전세금을 소유자에게 착오로 송금된 것이라고 돌려달라고 전세금을 반환받아 편취한 것이었습니다. 임차인은 전세계약의 효력이 없어서 전세권등기도 무효이고 전세금을 회수할 수 없었습니다.

중개사는 다수의 사람들에게 거액의 피해를 입혀 사기죄로 고소되어 구도소에 수감되어 있으나 무자력으로 보증금의 회수는 기대할 수 없게 되었습니다(중개사는 대리행위가 아니고 소유자불출석으로 사기행위 한 것임).

▶▶ 문제점 및 대응방안

1. 문제점

아무리 모든 서류를 다 주고 전세권등기까지 하여 준다고 하더라도 소유자를 직접 만나서 임대계약을 하여야만 안전한데, 소유자는 월세계약을 하려고 하였는데 소유자 없이 중개사가 서류를 위조하여 중개사말을 믿고 전세계약을 하고 전세권등기까지 되었으나 무효인 계약이므로 전세권등기는 말소되고 보증금을 회수하지 못하게 된 것입니다.

또한 전세금을 소유자통장에 입금하게 한 다음에 중개사가 착오송금이라고 전화하여 돌려받아 착복하였습니다(소유자에게 부당이득반환 청구도 못함). 임차인이 소유자를 만나거나 소유자와 전화라도 하여 의사확인을 하여야 합니다.

2. 대응방안

주택을 임차하고자 하는 세입자는 소유자(임대인) 본인을 확인하고 계약을 하여야만 정당한 임대차관계가 성립하고 보증금을 보호받을 수가 있는데 중개사의 말만 믿고 임대인의 전세의사를 확인하지 않아서 전세가 무효가 되었습니다. 중개사는 대리권서류도 갖추지 아니하였고 소유자가 직접 계약하는 것으로 하였는데, 임차인은 소유자가 나오지 않은 상태에서 소유자 본인의 전세의사를 확인하지 못해서 전세계약이 무효가 된 것입니다.

▶▶ 요약

등기부상의 소유자 본인과 직접 대면계약을 해야 하며, 등기부상 소유자의 인적사항과 소유자라 주장하는 사람의 신분증(주민등록증, 운전면허증 등)을 확인하여 동일인인지 여부를 파악하면 됩니다.

소유자 본인이 치매나 기타 사유로 사물판단 능력(법률행위능력)이 없거나 부족해 보일 때에는 성년후견인 등을 선정하여 이 후견인과 임대차계약을 하여야만 하며, 성년후견 등 심판결정문이나 후견등기사항증분을 첨부하여야 합니다.

소유자가 미성년자(만 19세 미만)라면 법정대리인(부모 공동행사 혹은 후견인)이 미성년자를 대리해서 임대차계약을 하면 임대차계약이 유효합니다.

법인이 소유자인 경우에는 법인의 대표자(대표이사, 조합장 등)와 임대차계약을 체결하여야 합니다."
['기타'],chunk_04,7,,data/raw/case/전세피해법률상담사례집.docx,임대차계약 대리 및 주체 규정 미성년자: 법정대리인부모후견인 대리 계약 가능 법인,"소유자가 미성년자(만 19세 미만)라면 법정대리인(부모 공동행사 혹은 후견인)이 미성년자를 대리해서 임대차계약을 하면 임대차계약이 유효합니다.

법인이 소유자인 경우에는 법인의 대표자(대표이사, 조합장 등)와 임대차계약을 체결하여야 합니다.



※ 임대인(소유자) - 임차인 간 계약시

본인과 직접 대면계약

치매 등 사물판단능력이 없을 시 성년후견인과 계약

미성년자는 부모 또는 후견인과 계약"
"['신탁대리', '독소조항', '대항력', '보증금보험', '주택유형', '건축물']",chunk_05,7,,data/raw/case/전세피해법률상담사례집.docx,핵심 제목: 무권대리로 인한 전세사기 무효화 대리권 부재로 인한 임차인 A의 전세계약 계약 무효화,"3. 무권대리 임대인의 전세사기

▶▶ 피해상황

임차인 A가 전세계약을 체결할 때 등기부상 주택 소유자인 B는 아파서 못나온다고 B의 부인이 대신 계약을 하러 나왔다고 하면서 B의 주민등록증과 인감도장을 가지고 왔으므로 별다른 의심 없이 B의 부인 C와 전세계약을 체결하고 B의 계좌로 계약금을 입금하였습니다.

이후 이사 날짜를 의논하기 위하여 전화를 하였더니 전화기가 꺼진 상태였으며, 거래를 주선한 중개사가 알아보니 B와 C는 현재 이혼소송 중으로 B는 부인인 C에게 임대차계약이나 재산을 처분할 대리권을 수여한 적이 없으며 A가 지급한 전세계약금은 본인과는 전혀 무관한 일이며, 통장에 입금된 돈도 C가 임의로 출금해 갔으니 본인과는 아무런 상관이 없는 일이라고 주장하였습니다.

현재 A는 C를 사기죄로 고소한 상황이며, 계약금의 반환 여부는 불투명한 상태입니다.

▶▶ 문제점 및 대응방안

1. 문제점

일반적으로 법률행위(임대차계약 등)는 당사자 본인이 하는 것이 원칙이나 대리인이 대신하여도 계약이 유효합니다. 대리인이 그 권한 내에서 본인을 위한 것임을 표시한 의사표시는 직접 본인에 대하여 효력이 생기는 것입니다(민법 114조). 그러므로 대리인이 대리행위를 하기 위해서는 대리권한이 필요하게 되므로 대리권한을 증명하는 서류가 갖추어져야 하는데 증명서류가 없어서 문제입니다.

비록 부부라도 일상가사가 아닌 전세계약 같은 것은 대리권이 있어야 하고 이는 부모자식이나 형제간에도 마찬가지입니다.

위 사례에서는 소유자 B가 C에게 위임한 위임서류가 없으므로 C는 B를 대리할 권한이 없고 이른바 무권대리이므로 A와 B(대리인 C)의 전세계약은 무효이며 A는 B에게 계약금반환을 청구할 권리가 없습니다. A는 C를 상대로 형사고소한 상황이지만 계약금을 반환받을 수 있을지는 불투명한 상황입니다.

2. 대응방안

대리인에는 법정대리인과 임의대리인 등 2가지가 있는데, 법정대리인은 본인의 의사와 상관없이 법률의 규정에 의하여 대리권이 부여되는 경우로서 제한능력자*(미성년자, 피성년후견인)에 대한 친권자나 후견인 등을 의미하고, 본인이 제한능력자가 아닌 한 가족이라도 법정대리권은 없으므로 임의대리인으로서 본인의 의사에 따라서 대리권을 수여받은 바 있어야만 합니다.

한편 법정대리인의 권한증명 서면은 가족관계증명서, 후견심판서, 후견증명서 등이 필요하며 이러한 서류를 갖추면 됩니다.

그러나 임의 대리인의 경우는 위임장(위임인, 수임인, 위임의 권한 내용 및 범위 등 기재)이 필요합니다. 임의대리인이 대리행위를 하기 위해서는 대리권을 증명하는 위임서류가 완벽하게 갖추어져야 합니다.

▶▶ 요약

대리권을 증명하는 서류(위임장 + 인감증명서 + 신분증)를 구체적으로 살펴보면 다음과 같습니다.

위임장의 내용에는 위임하는 주요내용 즉, 위임하는 사람, 수임 받는 사람, 위임하는 법률행위(주요내용 - 전세 OO 계약 혹은 월세 OO만원, 주택표시, 기간 등)를 구체적으로 표시해야 합니다."
"['대항력', '독소조항', '신탁대리', '차임보증금', '주택유형', '담보권리']",chunk_06,7,,data/raw/case/전세피해법률상담사례집.docx,"대리권 위임 절차 요약 위임장: 위임 내용계약 종류, 금액 등, 작성일자, 본인","▶▶ 요약

대리권을 증명하는 서류(위임장 + 인감증명서 + 신분증)를 구체적으로 살펴보면 다음과 같습니다.

위임장의 내용에는 위임하는 주요내용 즉, 위임하는 사람, 수임 받는 사람, 위임하는 법률행위(주요내용 - 전세 OO 계약 혹은 월세 OO만원, 주택표시, 기간 등)를 구체적으로 표시해야 합니다.

위임장에는 작성일자, 본인의 인감도장을 날인하고 인감증명서를 첨부, 자필서명하고 신분증사본 첨부하면 됩니다.

본인의 의사에 따라서 작성한 위임장이 확실하다면 대리권한 증명서면으로는 충분하지만, 위임장의 본인 작성여부를 상대방(임차인)이 확인할 수 없기 때문에 인감증명서를 첨부하여 이를 보완하는 것이며, 추후에 분쟁이 발생했을 때 대리권한을 증명하는데 도움이 되는 것입니다.

※ 제한능력자란 질병·장애 등의 사유로 권리나 의무를 지기 위한 행위를 혼자서는 완전히 할 수 없는 제한된 능력을 가진 사람을 말합니다.
제한능력자는 미성년자(19세 미만자), 피성년후견인, 피한정후견인 세종류가 있으며, 가정법원에서 후견심판개시 하고 후견등기사항 증명서를 두며, 제한능력자의 법률행위는 법정대리인인 부모나 후견인이 해야 합니다.

※ 임의대리인은 위임장을 갖추어야 합니다.

위 임 장 (예시)

위임인 : 임대인 A (주민등록번호)
수임인 : 대리인 B (주민등록번호)

위임인 A는 수임인 B에게 다음의 대리행위 일체를 위임합니다.

다 음 -

○○시 ○○동 ○○○아파트(표시)의 전세계약(보증금 ○○○원)체결에 관한 일체의 행위

기타 (필요한 행위 표시)

첨부서류 :

신분증 (주민등록증) 사본 1부

인감증명서 1부

. . (작성일자)

작성자 위임인(임대인) 성명 : A (주민등록번호) (서명 및 인감날인)
주소 :

승낙인(대리인) 성명 : B (주민등록번호) (서명 혹은 날인 등)
주소 :"
"['우선변제권', '소액임차인', '담보권리', '주택유형', '차임보증금', '대항력', '임대인의무', '강제집행', '독소조항']",chunk_07,7,,data/raw/case/전세피해법률상담사례집.docx,핵심 제목: 다가구 주택 후순위 임차인의 소액보증금 배당 불균형 문제 이 문제는 다가구 주택 내 후순위,"4. 다가구 주택 임차인의 복잡한 문제

▶▶ 피해상황

△△시 지역 소재 10세대가 거주할 수 있는 다가구 주택에 선순위 근저당권자 A의 근저당권과 다음 순서로 선순위 임차인 B의 우선변제권이 존재하는 다가구주택에 임차인 C가 그 다음 순서로 보증금을 납부하고, 전입 및 확정일자부여 받고 입주를 하였습니다. 이 주택은 경매매각대금이 본인보다 선순위인 A의 저당권액과 다음 순서인 임차인 B의 보증금을 공제하더라도 C가 받고도 남을 차액이 있으므로 당연히 전액을 우선변제 받을 수 있는 것으로 판단하였습니다.

그러나 C는 다른 임차인 때문에 소액보증금 최우선변제금에도 못 미치는 금액밖에 배당받지 못하였습니다. 왜 이런 일이 일어나게 되었을까요?

(C보다 후에 여러 명의 임차인이 전세 들어왔으며 C의 기준일자로 판단하면 소액임차인이 여러 명 있었음)

▶▶ 문제점

1. 문제점 - 임차인의 예측불가능 내지 곤란

다가구 주택은 여러 세대가 살 수 있는 공동주택의 실질을 가지고 있으나 법률상은 1개의 주택으로 취급되므로 임차인이 여러 명 있을 수 있습니다.

임차인 C는 본인보다 후순위로 입주하는 임차인들이 C의 우선변제권 날짜를 기준으로 하면 소액임차인에 해당되어 최우선변제금을 받아갈 수 있다는 생각을 하지 못한 것입니다(소위 상대적 소액임차인 배당).

2. 법원의 배당 실무 - 상대적 (소액)임차인 배당

법원배당에 있어서 주택임차인이 대항력과 확정일자를 갖추면 저당권과 유사한 효력을 가지므로(대법원 2007다 45562 판결), 임차인이 여러 명 있을 경우 순위에 따른 선순위우선변제권을 취득한 임차인을 담보권자(저당권자)로 보고 그 확정일자 날짜에 소액임차인에 해당하는 사람에게 최우선변제금을 배당하고, 남는 금액이 있으면 그 선순위 임차인에게 배당하는 등의 순서로 계속 배당을 하게 되는 것입니다. 따라서 임차인 C가 입주를 할 때에는 최선순위 근저당권 A와 선순위 임차인 B만 본인보다 우선하는 것으로 판단을 하고 입주를 하였으나, 추후에 다음 세입자가 소액임차인에 해당하면 소액보증금 최우선변제금을 먼저 배당하기 때문에 C의 배당금액이 적어지는 것이고 본인도 소액보증금 최우선변제금액의 범위내에서만 배당을 받게 되는 손해가 발생한 것입니다.

또한 소액보증금 최우선변제권은 매각대금의 1/2 범위에서 배당하므로, 만약 소액임차인 여러 명에게 배당하여야 할 최우선변제금 총액이 매각대금의 1/2를 넘게 되면 부족한 비율대로 감액하여 배당을 하게 됩니다.

따라서 임차인 C보다 후에 들어온 세입자가 소액임차인에 해당하게 되어서 소액보증금 최우선변제를 해 주다가 보니 최우선변제 해야 할 총금액이 매각대금의 1/2를 초과하므로 그 부족한 비율대로 감액하여 배당하니 소액임차인 최우선변제금에도 못 미치는 배당을 받은 것입니다.

그리고 C가 입주할 당시에는 후속 세입자들이 소액임차인에 해당할 사람이 몇 명이나 들어오는 것을 예상할 수가 없었을 것입니다.

3. 대응방안과 요약"
"['담보권리', '소액임차인', '주택유형', '우선변제권', '차임보증금', '대항력', '독소조항', '강제집행']",chunk_08,7,,data/raw/case/전세피해법률상담사례집.docx,핵심 요약 30토큰 이내 다가구주택 임차인 보호: 선순위 근저당권 주의:,"그리고 C가 입주할 당시에는 후속 세입자들이 소액임차인에 해당할 사람이 몇 명이나 들어오는 것을 예상할 수가 없었을 것입니다.

3. 대응방안과 요약

가. 다가구주택은 세입자가 수십 명에 달할 수 있기 때문에 임차인보다 최선순위 근저당권이 있다면 입주를 하지 않는 것이 좋습니다.

나. 배당시에는 전체 임차인에 대하여 최선순위 근저당권 설정일을 기준으로 한번, 다음 순서의 확정일자 임차인(담보권자에 유사한 권리) 기준으로 또 한 번 등으로 소액보증금 최우선변제금을 배당해 나가는 것입니다.

다. 필요하다면 다가구 주택은 현재 임대차 계약 당시의 선순위 채권액을 계산함에 있어서 선순위 근저당권자 및 선순위 임차금액에다가 후에 입주할 (방수 * 소액보증금) 액수를 공제한 후에야 본인의 보증금 확보여부를 알 수 있으므로 선순위 근저당권이 존재하면 위험하므로 가급적 피하시는 것이 좋고, 의심스러우면 전문가의 도움을 받는 것이 좋습니다.

다가구 주택과 다세대 주택의 비교

기준

다가구 주택

다세대 주택

비고

주택층수

3개층 이하

4개층 이하



세대수

19세대 이하

19세대 이하



등기

건물전체에 대한 단독등기

각 호마다 구분등기



소유권

건물전체에 대한 소유권

각 호에 대한 소유권



사용

독립된 주거공간으로 사용

독립된 주거공간으로 사용



매매

건물전체에 대한 매매

각 호에 대한 매매"
"['신탁대리', '독소조항', '차임보증금', '담보권리', '주택유형', '대항력', '강제집행', '우선변제권', '소액임차인', '임차권등기', '임대인의무', '중개업무']",chunk_09,7,「1조」,data/raw/case/전세피해법률상담사례집.docx,핵심 제목: 신탁 부동산 임대차 계약의 유효성과 임차인 권리 요약: 신탁 부동산 임대차 시 위탁자의 동의,"5. 신탁 부동산 전세계약의 위험성

피해상황

△△ 지역에 담보신탁 된 100여 세대의 공동주택(아파트, 연립, 다세대, 도시형 생활주택, 오피스텔 등)이 있었습니다. 임차인 A는 위와 같이 신탁된 오피스텔을 위탁자 B와 임대차계약을 체결하였습니다. 공인중개사의 설명에 의하면 위탁자 B는 수탁자인 C신탁회사의 동의서를 받았기 때문에 안전한 물건이라는 설명을 믿고 아무 걱정 없이 주택을 인도받고, 주민등록 전입신고를 하고 확정일자를 받아 최선순위 임차인이 되었습니다. 그런데 위 신탁부동산에 대하여 공매처분이 있었고 D가 매수하였는데, D가 임차인 A에게 주택을 인도할 것을 요청하였습니다. 임차인 A는 최선순위 대항력 있는 임차인인데 D에게 보증금반환 청구를 할 수 있나요?

임차인 E는 신탁된 연립주택 부동산에 대하여 실제 소유자임을 주장하는 F와 전세보증금 1억원으로 하는 임대차계약을 체결하였고, 특약사항으로 “잔금을 받으면 신탁등기를 말소한다”라는 특약을 하였습니다. 그러나 F는 위 특약사항을 이행하지 않았고 잠적하였습니다.

임차 부동산에 그 이외의 근저당권이나 가압류나 압류 등이 존재하지 아니합니다. 이 경우 E는 본 주택으로부터 보증금을 반환받을 수 있을까요?

문제점 및 대응방안

문제점 – 신탁의 법률관계상 수탁자가 소유자입니다.

신탁법상의 신탁은 위탁자가 수탁자에게 특정의 재산권을 이전하거나 기타의 처분을 하여 수탁자로 하여금 신탁 목적을 위하여 그 재산권을 관리·처분하게 하는 것이므로(신탁법 제1조 제2항), 부동산의 신탁에 있어서 수탁자 앞으로 소유권이전등기를 마치게 되면 대내외적으로 소유권이 수탁자에게 완전히 이전되는 결과 수탁자는 대내외적으로 신탁재산에 대한 관리권을 갖는 것이고, 다만, 수탁자는 신탁의 목적 범위 내에서 신탁계약에 정하여진 바에 따라 신탁재산을 관리하여야 하는 제한을 부담함에 불과합니다.

그런데 A의 경우에는 위탁자 B가 신탁회사의 동의서를 받았으므로 임대차계약은 유효하지만 그 동의서의 내용에 “수탁자는 보증금반환책임이 없다”는 내용이 있어서 문제가 되는 경우이며, E의 경우에는 F가 “신탁등기를 말소해 주겠다”라는 약정을 이행하지 않고 수탁자의 동의서도 받지 않아서 임대계약이 무효라는 문제가 발생한 것입니다.

2. 부동산 담보신탁의 경우

근저당을 이용하지 않고 담보신탁을 이용하는 것은 더 많은 자금을 융통하기 위해서입니다. 신탁을 통하여 많은 금액을 빌려주고 그 채권확보 방안으로 담보신탁으로 수탁자에게 소유권을 이전하는 것으로서 위탁자의 자산상황에 따른 위험성이 없게 됩니다.

가. 신탁부동산의 임대권한은 원칙적으로 수탁자에게 있습니다.
주택에 관한 부동산담보신탁계약을 체결한 경우 임대권한은 특별한 약정이 없는 한 수탁자에게 있으므로, 위탁자가 수탁자의 동의 없이 임대차계약을 체결한 경우 임차인은 수탁자에게 임차권으로 대항할 수 없고 무효입니다."
