id,category,priority,article,chunk_id,source,text,law_type
7b2d21c3-849f-4e64-82ac-1db1e6cff5f4,rule,50,제1조,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,(목적) 이 규칙은 「주택임대차보호법」,사례/판례/피해상담
b5bc935d-71ae-4b3f-a527-68470f52ee25,rule,50,제3조의6,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"제2항 후단에 따라 확정일자부 작성 시 이용할 수 있는 전산처리정보조직은 부동산 거래의 계약ㆍ신고ㆍ허가ㆍ관리 등의 업무와 관련하여 국토교통부장관이 구축ㆍ운영하는 정보체계를 말한다.<개정 2016. 5. 23.>
[전문개정 2013. 12. 31.]",사례/판례/피해상담
1bc3efc1-4a22-465e-b0cb-c2ceba1f7695,rule,50,제1조의2,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"(정의) 이 규칙에서 사용하는 용어의 뜻은 다음과 같다.
1. “전자계약증서”란 「주택임대차보호법」(이하 “법”이라 한다)",사례/판례/피해상담
c057d722-b04d-44bb-8494-18517539a93b,rule,50,제3조의2,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,제2항에 따른 주택임대차계약증서(이하 “계약증서”라 한다)의 소지인은 「주택임대차보호법 시행령」(이하 “영”이라 한다),사례/판례/피해상담
913681da-e4ba-4627-b071-c918c93cf722,rule,50,제2조,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"제2호에 따른 수급자
2. 「독립유공자예우에 관한 법률」",사례/판례/피해상담
8f2013d0-bf56-4c92-a72b-5139ce086a95,rule,50,제4조,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"에 따라 등록된 고엽제후유증환자, 고엽제후유의증환자 또는 고엽제후유증 2세환자
5. 「참전유공자예우 및 단체설립에 관한 법률」",사례/판례/피해상담
7cbe2582-cb68-42a1-89ab-253d1a05cb12,rule,50,제3조,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"(확정일자 부여 시 확인사항) 확정일자부여기관은 계약증서에 확정일자를 부여하기 전에 다음 각 호의 사항을 확인하여야 한다. <개정 2016. 5. 23.>
1. 임대인ㆍ임차인의 인적사항, 임대차목적물, 임대차기간, 차임ㆍ보증금 등이 적혀 있는 완성된 문서일 것
2. 계약당사자(대리인에 의하여 계약이 체결된 경우에는 그 대리인을 말한다. 이하 같다)의 서명 또는 기명날인이 있을 것
3. 글자가 연결되어야 할 부분에 빈 공간이 있는 경우에는 계약당사자가 빈 공간에 직선 또는 사선을 그어 그 부분에 다른 글자가 없음이 표시되어 있을 것
4. 정정한 부분이 있는 경우에는 그 난의 밖이나 끝부분 여백에 정정한 글자 수가 기재되어 있고, 그 부분에 계약당사자의 서명이나 날인이 되어있을 것
5. 계약증서(전자계약증서는 제외한다)가 두 장 이상인 경우에는 간인(間印)이 있을 것
6. 확정일자가 부여되어 있지 아니할 것. 다만, 이미 확정일자를 부여받은 계약증서에 새로운 내용을 추가 기재하여 재계약을 한 경우에는 그러하지 아니하다.
[전문개정 2013. 12. 31.]",사례/판례/피해상담
6a4486c2-78f3-4231-9ed6-c04aaf52a0b6,rule,50,제5조,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"에 따른 보호대상자
10. 삭제<2018. 10. 26.>
11. 정보처리시스템을 이용하여 주택임대차계약을 체결하고 전자계약증서에 확정일자 부여를 신청한 사람
[",사례/판례/피해상담
0577685a-3b93-4137-97ef-0ab797b5e5e0,rule,50,제4조의3,항①,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"주민센터등은 전산장애 등 특별한 사정이 없는 한 전자확정일자 부여의 신청이 접수된 당일에 확정일자를 부여하여야 한다. 다만, 평일 16시 이후 또는 토요일이나 공휴일에 신청이 접수된 경우에는 다음 근무일에 부여할 수 있다.",사례/판례/피해상담
48cc35c5-bc41-4f62-8b9c-59de646ae9e6,rule,50,제4조의3,항②,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"제1항 단서의 경우 정보처리시스템 운영자는 신청인에게 확정일자가 당일 부여되지 않을 수 있음을 정보처리시스템 내에서 안내하여야 한다.
[본조신설 2016. 5. 23.]",사례/판례/피해상담
6ed4bcc8-8dba-4cad-ae0e-480ccdddba69,rule,50,제6조,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"에서 이동 <2013. 12. 31.>]
부칙 <제1022호,2022. 2. 7.>(어려운 법령용어 정비를 위한 32개 법령의 일부개정에 관한 법무부령)
이 규칙은 공포한 날부터 시행한다.",사례/판례/피해상담
e48d72a7-51ff-421a-bee4-365888575198,rule,50,제7조,본문,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,"에 따라 등록 결정된 5ㆍ18민주유공자 또는 그 유족(선순위자만 해당된다)
7. 「특수임무수행자 지원 및 단체설립에 관한 법률」",사례/판례/피해상담
57682f04-d017-4a3a-950a-6c8b0b14ef74,rule,3,제1조,본문,주택임대차계약증서의 확정일자 부여 및 정보제공에 관한 규칙(대법원규칙)(제02986호)(20210610).docx,(시행일) 이 규칙은 2021년 6월 10일부터 시행한다.,시행규칙/대법원규칙
e55ae75f-3691-462f-8f4f-c7982ba78a09,rule,3,제3조의6,본문,주택임대차계약증서의 확정일자 부여 및 정보제공에 관한 규칙(대법원규칙)(제02986호)(20210610).docx,"제3항의 이해관계 있는 자(이하 “이해관계인”이라 한다)의 범위는 아래와 같다.
1. 해당 주택의 임대인ㆍ임차인
2. 해당 주택의 소유자
3. 해당 주택 또는 그 대지의 등기기록에 기록된 권리자 중 대법원예규로 정하는 자
4. 법",시행규칙/대법원규칙
